,StopNum,RouteNum,PollTime,TimeToNext,TimeTo2nd
327,8766,9,25,-100,-100
328,8766,9,25,-100,-100
329,8766,9,25,-100,-100
330,8766,9,25,-100,-100
331,8766,9,25,-100,-100
332,8766,9,25,-100,-100
333,8766,9,25,-100,-100
334,8766,9,25,-100,-100
335,8766,9,25,-100,-100
336,8766,9,25,-100,-100
337,8766,9,25,-100,-100
338,8766,9,25,-100,-100
339,8766,9,25,-100,-100
340,8766,9,25,-100,-100
341,8766,9,25,-100,-100
342,8766,9,25,-100,-100
343,8766,9,25,-100,-100
344,8766,9,25,-100,-100
345,8766,9,25,-100,-100
346,8766,9,25,-100,-100
347,8766,9,25,-100,-100
348,8766,9,25,-100,-100
349,8766,9,25,-100,-100
350,8766,9,25,-100,-100
351,8766,9,25,-100,-100
352,8766,9,25,-100,-100
353,8766,9,25,-100,-100
354,8766,9,25,-100,-100
355,8766,9,25,-100,-100
356,8766,9,25,-100,-100
357,8766,9,25,-100,-100
358,8766,9,25,-100,-100
359,8766,9,25,-100,-100
360,8766,9,25,-100,-100
361,8766,9,25,-100,-100
362,8766,9,25,-100,-100
363,8766,9,25,-100,-100
364,8766,9,25,-100,-100
365,8766,9,25,-100,-100
366,8766,9,25,-100,-100
367,8766,9,25,-100,-100
368,8766,9,25,-100,-100
369,8766,9,25,-100,-100
370,8766,9,25,-100,-100
371,8766,9,25,-100,-100
372,8766,9,25,-100,-100
373,8766,9,25,-100,-100
374,8766,9,25,-100,-100
375,8766,9,25,-100,-100
376,8766,9,25,-100,-100
377,8766,9,25,-100,-100
378,8766,9,25,-100,-100
379,8766,9,25,-100,-100
380,8766,9,25,-100,-100
381,8766,9,25,-100,-100
382,8766,9,25,-100,-100
383,8766,9,25,-100,-100
384,8766,9,25,-100,-100
385,8766,9,25,-100,-100
386,8766,9,25,-100,-100
387,8766,9,25,-100,-100
388,8766,9,25,-100,-100
389,8766,9,25,-100,-100
390,8766,9,25,-100,-100
391,8766,9,25,-100,-100
392,8766,9,25,-100,-100
393,8766,9,25,-100,-100
394,8766,9,25,-100,-100
395,8766,9,25,-100,-100
396,8766,9,25,-100,-100
397,8766,9,25,-100,-100
398,8766,9,25,-100,-100
399,8766,9,25,-100,-100
400,8766,9,25,-100,-100
401,8766,9,25,-100,-100
402,8766,9,25,-100,-100
403,8766,9,25,-100,-100
404,8766,9,25,-100,-100
405,8766,9,25,-100,-100
406,8766,9,25,-100,-100
407,8766,9,25,-100,-100
408,8766,9,25,-100,-100
409,8766,9,25,-100,-100
410,8766,9,25,-100,-100
411,8766,9,25,-100,-100
412,8766,9,25,-100,-100
413,8766,9,25,-100,-100
414,8766,9,25,-100,-100
415,8766,9,25,-100,-100
416,8766,9,25,-100,-100
417,8766,9,25,-100,-100
418,8766,9,25,-100,-100
419,8766,9,25,-100,-100
420,8766,9,25,-100,-100
421,8766,9,25,-100,-100
422,8766,9,25,-100,-100
423,8766,9,25,-100,-100
424,8766,9,25,-100,-100
425,8766,9,25,-100,-100
426,8766,9,25,-100,-100
427,8766,9,25,-100,-100
428,8766,9,25,-100,-100
429,8766,9,25,-100,-100
430,8766,9,25,-100,-100
431,8766,9,25,-100,-100
432,8766,9,25,-100,-100
433,8766,9,25,-100,-100
434,8766,9,25,-100,-100
435,8766,9,25,-100,-100
436,8766,9,25,-100,-100
437,8766,9,25,-100,-100
438,8766,9,25,-100,-100
439,8766,9,25,-100,-100
440,8766,9,25,-100,-100
441,8766,9,25,-100,-100
442,8766,9,25,-100,-100
443,8766,9,25,-100,-100
444,8766,9,25,-100,-100
445,8766,9,25,-100,-100
446,8766,9,25,-100,-100
447,8766,9,25,-100,-100
448,8766,9,25,-100,-100
449,8766,9,25,-100,-100
450,8766,9,25,-100,-100
451,8766,9,25,-100,-100
452,8766,9,25,-100,-100
453,8766,9,25,-100,-100
454,8766,9,25,-100,-100
455,8766,9,25,-100,-100
456,8766,9,25,-100,-100
457,8766,9,25,-100,-100
458,8766,9,25,-100,-100
459,8766,9,25,-100,-100
460,8766,9,25,-100,-100
461,8766,9,25,-100,-100
462,8766,9,25,-100,-100
463,8766,9,25,-100,-100
464,8766,9,25,-100,-100
465,8766,9,25,-100,-100
466,8766,9,25,-100,-100
467,8766,9,25,-100,-100
468,8766,9,25,-100,-100
469,8766,9,25,-100,-100
470,8766,9,25,-100,-100
471,8766,9,25,-100,-100
472,8766,9,25,-100,-100
473,8766,9,25,-100,-100
474,8766,9,25,-100,-100
475,8766,9,25,-100,-100
476,8766,9,25,-100,-100
477,8766,9,25,-100,-100
478,8766,9,25,-100,-100
479,8766,9,25,-100,-100
480,8766,9,25,-100,-100
481,8766,9,25,-100,-100
482,8766,9,25,-100,-100
483,8766,9,25,-100,-100
484,8766,9,25,-100,-100
485,8766,9,25,-100,-100
486,8766,9,25,-100,-100
487,8766,9,25,-100,-100
488,8766,9,25,-100,-100
489,8766,9,25,-100,-100
490,8766,9,25,-100,-100
491,8766,9,25,-100,-100
492,8766,9,25,-100,-100
493,8766,9,25,-100,-100
494,8766,9,25,-100,-100
495,8766,9,25,-100,-100
496,8766,9,25,-100,-100
497,8766,9,25,-100,-100
498,8766,9,25,-100,-100
499,8766,9,25,-100,-100
500,8766,9,25,-100,-100
501,8766,9,25,-100,-100
502,8766,9,25,-100,-100
503,8766,9,25,-100,-100
504,8766,9,25,-100,-100
505,8766,9,25,-100,-100
506,8766,9,25,-100,-100
507,8766,9,25,-100,-100
508,8766,9,25,-100,-100
509,8766,9,25,-100,-100
510,8766,9,25,-100,-100
511,8766,9,25,-100,-100
512,8766,9,25,-100,-100
513,8766,9,25,-100,-100
514,8766,9,25,-100,-100
515,8766,9,25,-100,-100
516,8766,9,25,-100,-100
517,8766,9,25,-100,-100
518,8766,9,25,-100,-100
519,8766,9,25,-100,-100
520,8766,9,25,-100,-100
521,8766,9,25,-100,-100
522,8766,9,25,-100,-100
523,8766,9,25,-100,-100
524,8766,9,25,-100,-100
525,8766,9,25,-100,-100
526,8766,9,25,-100,-100
527,8766,9,25,-100,-100
528,8766,9,25,-100,-100
529,8766,9,25,-100,-100
530,8766,9,25,-100,-100
531,8766,9,25,-100,-100
532,8766,9,25,-100,-100
533,8766,9,25,-100,-100
534,8766,9,25,-100,-100
535,8766,9,25,-100,-100
536,8766,9,25,-100,-100
537,8766,9,25,-100,-100
538,8766,9,25,-100,-100
539,8766,9,25,-100,-100
540,8766,9,25,-100,-100
541,8766,9,25,-100,-100
542,8766,9,25,-100,-100
543,8766,9,25,-100,-100
544,8766,9,25,-100,-100
545,8766,9,25,-100,-100
546,8766,9,25,-100,-100
547,8766,9,25,-100,-100
548,8766,9,25,-100,-100
549,8766,9,25,-100,-100
550,8766,9,25,-100,-100
551,8766,9,25,-100,-100
552,8766,9,25,-100,-100
553,8766,9,25,-100,-100
554,8766,9,25,-100,-100
555,8766,9,25,-100,-100
556,8766,9,25,-100,-100
557,8766,9,25,-100,-100
558,8766,9,25,-100,-100
559,8766,9,25,-100,-100
560,8766,9,25,-100,-100
561,8766,9,25,-100,-100
562,8766,9,25,-100,-100
563,8766,9,25,-100,-100
564,8766,9,25,-100,-100
565,8766,9,25,-100,-100
566,8766,9,25,-100,-100
567,8766,9,25,-100,-100
568,8766,9,25,-100,-100
569,8766,9,25,-100,-100
570,8766,9,25,-100,-100
571,8766,9,25,-100,-100
572,8766,9,25,-100,-100
573,8766,9,25,-100,-100
574,8766,9,25,-100,-100
575,8766,9,25,-100,-100
576,8766,9,25,-100,-100
577,8766,9,25,-100,-100
578,8766,9,25,-100,-100
579,8766,9,25,-100,-100
580,8766,9,25,-100,-100
581,8766,9,25,-100,-100
582,8766,9,25,-100,-100
583,8766,9,25,-100,-100
584,8766,9,25,-100,-100
585,8766,9,25,-100,-100
586,8766,9,25,-100,-100
587,8766,9,25,-100,-100
588,8766,9,25,-100,-100
589,8766,9,25,-100,-100
590,8766,9,25,-100,-100
591,8766,9,25,-100,-100
592,8766,9,25,-100,-100
593,8766,9,25,-100,-100
594,8766,9,25,-100,-100
595,8766,9,25,-100,-100
596,8766,9,25,-100,-100
597,8766,9,25,-100,-100
598,8766,9,25,-100,-100
599,8766,9,25,-100,-100
600,8766,9,25,-100,-100
601,8766,9,25,-100,-100
602,8766,9,25,-100,-100
603,8766,9,25,-100,-100
604,8766,9,25,-100,-100
605,8766,9,25,-100,-100
606,8766,9,25,-100,-100
607,8766,9,25,-100,-100
608,8766,9,25,-100,-100
609,8766,9,25,-100,-100
610,8766,9,25,-100,-100
611,8766,9,25,-100,-100
612,8766,9,25,-100,-100
613,8766,9,25,-100,-100
614,8766,9,25,-100,-100
615,8766,9,25,-100,-100
616,8766,9,25,-100,-100
617,8766,9,25,-100,-100
618,8766,9,25,-100,-100
619,8766,9,25,-100,-100
620,8766,9,25,-100,-100
621,8766,9,25,-100,-100
622,8766,9,25,-100,-100
623,8766,9,25,-100,-100
624,8766,9,25,-100,-100
625,8766,9,25,-100,-100
626,8766,9,25,-100,-100
627,8766,9,25,-100,-100
628,8766,9,25,-100,-100
629,8766,9,25,-100,-100
630,8766,9,25,-100,-100
631,8766,9,25,-100,-100
632,8766,9,25,-100,-100
633,8766,9,25,-100,-100
634,8766,9,25,-100,-100
635,8766,9,25,-100,-100
636,8766,9,25,-100,-100
637,8766,9,25,-100,-100
638,8766,9,25,-100,-100
639,8766,9,25,-100,-100
640,8766,9,25,-100,-100
641,8766,9,25,-100,-100
642,8766,9,25,-100,-100
643,8766,9,25,-100,-100
644,8766,9,25,-100,-100
645,8766,9,25,-100,-100
646,8766,9,25,-100,-100
647,8766,9,25,-100,-100
648,8766,9,25,-100,-100
649,8766,9,25,-100,-100
650,8766,9,25,-100,-100
651,8766,9,25,-100,-100
652,8766,9,25,-100,-100
653,8766,9,25,-100,-100
654,8766,9,25,-100,-100
655,8766,9,25,-100,-100
656,8766,9,25,-100,-100
657,8766,9,25,-100,-100
658,8766,9,25,-100,-100
659,8766,9,25,-100,-100
660,8766,9,25,-100,-100
661,8766,9,25,-100,-100
662,8766,9,25,-100,-100
663,8766,9,25,-100,-100
664,8766,9,25,-100,-100
665,8766,9,25,-100,-100
666,8766,9,25,-100,-100
667,8766,9,25,-100,-100
668,8766,9,25,-100,-100
669,8766,9,25,-100,-100
670,8766,9,25,-100,-100
671,8766,9,25,-100,-100
672,8766,9,25,-100,-100
673,8766,9,25,-100,-100
674,8766,9,25,-100,-100
675,8766,9,25,-100,-100
676,8766,9,25,-100,-100
677,8766,9,25,-100,-100
678,8766,9,25,-100,-100
679,8766,9,25,-100,-100
680,8766,9,25,-100,-100
681,8766,9,25,-100,-100
682,8766,9,25,-100,-100
683,8766,9,25,-100,-100
684,8766,9,25,-100,-100
685,8766,9,25,-100,-100
686,8766,9,25,-100,-100
687,8766,9,25,-100,-100
688,8766,9,25,-100,-100
689,8766,9,25,-100,-100
690,8766,9,25,-100,-100
691,8766,9,25,-100,-100
692,8766,9,25,-100,-100
693,8766,9,25,-100,-100
694,8766,9,25,-100,-100
695,8766,9,25,-100,-100
696,8766,9,25,-100,-100
697,8766,9,25,-100,-100
698,8766,9,25,-100,-100
699,8766,9,25,-100,-100
700,8766,9,25,-100,-100
701,8766,9,25,-100,-100
702,8766,9,25,-100,-100
703,8766,9,25,-100,-100
704,8766,9,25,-100,-100
705,8766,9,25,-100,-100
706,8766,9,25,-100,-100
707,8766,9,25,-100,-100
708,8766,9,25,-100,-100
709,8766,9,25,-100,-100
710,8766,9,25,-100,-100
711,8766,9,25,-100,-100
712,8766,9,25,-100,-100
713,8766,9,25,-100,-100
714,8766,9,25,-100,-100
715,8766,9,25,-100,-100
716,8766,9,25,-100,-100
717,8766,9,25,-100,-100
718,8766,9,25,-100,-100
719,8766,9,25,-100,-100
720,8766,9,25,-100,-100
721,8766,9,25,-100,-100
722,8766,9,25,-100,-100
723,8766,9,25,-100,-100
724,8766,9,25,-100,-100
725,8766,9,25,-100,-100
726,8766,9,25,-100,-100
727,8766,9,25,-100,-100
728,8766,9,25,-100,-100
729,8766,9,25,-100,-100
730,8766,9,25,-100,-100
731,8766,9,25,-100,-100
732,8766,9,25,-100,-100
733,8766,9,25,-100,-100
734,8766,9,25,-100,-100
735,8766,9,25,-100,-100
736,8766,9,25,-100,-100
737,8766,9,25,-100,-100
738,8766,9,25,-100,-100
739,8766,9,25,-100,-100
740,8766,9,25,-100,-100
741,8766,9,25,-100,-100
742,8766,9,25,-100,-100
743,8766,9,25,-100,-100
744,8766,9,25,-100,-100
745,8766,9,25,-100,-100
746,8766,9,25,-100,-100
747,8766,9,25,-100,-100
748,8766,9,25,-100,-100
749,8766,9,25,-100,-100
750,8766,9,25,-100,-100
751,8766,9,25,-100,-100
752,8766,9,25,-100,-100
753,8766,9,25,-100,-100
754,8766,9,25,-100,-100
755,8766,9,25,-100,-100
756,8766,9,25,-100,-100
757,8766,9,25,-100,-100
758,8766,9,25,-100,-100
759,8766,9,25,-100,-100
760,8766,9,25,-100,-100
761,8766,9,25,-100,-100
762,8766,9,25,-100,-100
763,8766,9,25,-100,-100
764,8766,9,25,-100,-100
765,8766,9,25,-100,-100
766,8766,9,25,-100,-100
767,8766,9,25,-100,-100
768,8766,9,25,-100,-100
769,8766,9,25,-100,-100
770,8766,9,25,-100,-100
771,8766,9,25,-100,-100
772,8766,9,25,-100,-100
773,8766,9,25,-100,-100
774,8766,9,25,-100,-100
775,8766,9,25,-100,-100
776,8766,9,25,-100,-100
777,8766,9,25,-100,-100
778,8766,9,25,-100,-100
779,8766,9,25,-100,-100
780,8766,9,25,-100,-100
781,8766,9,25,-100,-100
782,8766,9,25,-100,-100
783,8766,9,25,-100,-100
784,8766,9,25,-100,-100
785,8766,9,25,-100,-100
786,8766,9,25,-100,-100
787,8766,9,25,-100,-100
788,8766,9,25,-100,-100
789,8766,9,25,-100,-100
790,8766,9,25,-100,-100
791,8766,9,25,-100,-100
792,8766,9,25,-100,-100
793,8766,9,25,-100,-100
794,8766,9,25,-100,-100
795,8766,9,25,-100,-100
796,8766,9,25,-100,-100
797,8766,9,25,-100,-100
798,8766,9,25,-100,-100
799,8766,9,25,-100,-100
800,8766,9,25,-100,-100
801,8766,9,25,-100,-100
802,8766,9,25,-100,-100
803,8766,9,25,-100,-100
804,8766,9,25,-100,-100
805,8766,9,25,-100,-100
806,8766,9,25,-100,-100
807,8766,9,25,-100,-100
808,8766,9,25,-100,-100
809,8766,9,25,-100,-100
810,8766,9,25,-100,-100
811,8766,9,25,-100,-100
812,8766,9,25,-100,-100
813,8766,9,25,-100,-100
814,8766,9,25,-100,-100
815,8766,9,25,-100,-100
816,8766,9,25,-100,-100
817,8766,9,25,-100,-100
818,8766,9,25,-100,-100
819,8766,9,25,-100,-100
820,8766,9,25,-100,-100
821,8766,9,25,-100,-100
822,8766,9,25,-100,-100
823,8766,9,25,-100,-100
824,8766,9,25,-100,-100
825,8766,9,25,-100,-100
826,8766,9,25,-100,-100
827,8766,9,25,-100,-100
828,8766,9,25,-100,-100
829,8766,9,25,-100,-100
830,8766,9,25,-100,-100
831,8766,9,25,-100,-100
832,8766,9,25,-100,-100
833,8766,9,25,-100,-100
834,8766,9,25,-100,-100
835,8766,9,25,-100,-100
836,8766,9,25,-100,-100
837,8766,9,25,-100,-100
838,8766,9,25,-100,-100
839,8766,9,25,-100,-100
840,8766,9,25,-100,-100
841,8766,9,25,-100,-100
842,8766,9,25,-100,-100
843,8766,9,25,-100,-100
844,8766,9,25,-100,-100
845,8766,9,25,-100,-100
846,8766,9,25,-100,-100
847,8766,9,25,-100,-100
848,8766,9,25,-100,-100
849,8766,9,25,-100,-100
850,8766,9,25,-100,-100
851,8766,9,25,-100,-100
852,8766,9,25,-100,-100
853,8766,9,25,-100,-100
854,8766,9,25,-100,-100
855,8766,9,25,-100,-100
856,8766,9,25,-100,-100
857,8766,9,25,-100,-100
858,8766,9,25,-100,-100
859,8766,9,25,-100,-100
860,8766,9,25,-100,-100
861,8766,9,25,-100,-100
862,8766,9,25,-100,-100
863,8766,9,25,-100,-100
864,8766,9,25,-100,-100
865,8766,9,25,-100,-100
866,8766,9,25,-100,-100
867,8766,9,25,-100,-100
868,8766,9,25,-100,-100
869,8766,9,25,-100,-100
870,8766,9,25,-100,-100
871,8766,9,25,-100,-100
872,8766,9,25,-100,-100
873,8766,9,25,-100,-100
874,8766,9,25,-100,-100
875,8766,9,25,-100,-100
876,8766,9,25,-100,-100
877,8766,9,25,-100,-100
878,8766,9,25,-100,-100
879,8766,9,25,-100,-100
880,8766,9,25,-100,-100
881,8766,9,25,8,-100
882,8766,9,25,7,-100
883,8766,9,25,6,-100
884,8766,9,25,6,-100
885,8766,9,25,5,-100
886,8766,9,25,4,-100
887,8766,9,25,3,-100
888,8766,9,25,2,-100
889,8766,9,25,1,-100
890,8766,9,25,1,-100
891,8766,9,25,-100,-100
892,8766,9,25,-100,-100
893,8766,9,25,-100,-100
894,8766,9,25,-100,-100
895,8766,9,25,-100,-100
896,8766,9,25,-100,-100
897,8766,9,25,-100,-100
898,8766,9,25,-100,-100
899,8766,9,25,-100,-100
900,8766,9,25,-100,-100
901,8766,9,25,19,-100
902,8766,9,25,18,-100
903,8766,9,25,17,-100
904,8766,9,25,16,-100
905,8766,9,25,15,-100
906,8766,9,25,14,-100
907,8766,9,25,13,-100
908,8766,9,25,12,-100
909,8766,9,25,11,-100
910,8766,9,25,11,-100
911,8766,9,25,11,-100
912,8766,9,25,11,-100
913,8766,9,25,10,-100
914,8766,9,25,9,-100
915,8766,9,25,7,-100
916,8766,9,25,7,-100
917,8766,9,25,5,-100
918,8766,9,25,4,-100
919,8766,9,25,3,-100
920,8766,9,25,3,-100
921,8766,9,25,2,-100
922,8766,9,25,1,-100
923,8766,9,25,-100,-100
924,8766,9,25,-100,-100
925,8766,9,25,-100,-100
926,8766,9,25,-100,-100
927,8766,9,25,-100,-100
